stop_id;stop_name;stop_desc;code_insee;lon;lat
5675644;GARE DE LYON;179 RUE DE BERCY;75112;2.37328450012;48.8436904326
7714357;DUFRENOY;FACE 43 BOULEVARD LANNES;75116;2.27114397458;48.8662899521
7714369;PORTE DE VILLIERS;FACE 24 BOULEVARD GOUVION-SAINT-CYR;75117;2.28915035725;48.8839496384
7714370;PORTE DE VILLIERS;28 BOULEVARD GOUVION-SAINT-CYR;75117;2.28770645789;48.8833289275
5709989;PROVENCE - FAUBOURG MONTMARTRE;30 RUE DU FAUBOURG MONTMARTRE;75109;2.3427454037;48.8738036048
5710038;RIVOLI - PONT NEUF;128 RUE DE RIVOLI;75101;2.34428309814;48.8598821062
5727648;PONT DE BIR-HAKEIM;FACE 16 AVENUE DU PRESIDENT KENNEDY;75116;2.28658792151;48.8565821423
4459248;LOUVRE - ETIENNE MARCEL;19 RUE DU LOUVRE;75101;2.34252646919;48.8645556408
4471734;SAINT-MARCEL - LA PITIE;48 BOULEVARD DE L'HOPITAL;75113;2.36101376912;48.8391637912
1825;Montparnasse-Bienvenue;Raoul Dautry (place, SNCF Montparnasse);75114;2.321228374;48.8418703363
5762022;PIGALLE;FACE 20 BOULEVARD DE CLICHY;75109;2.3372138016;48.8822158218
1867;Mabillon;Place d' Arcadie;75106;2.33514371852;48.8528451337
6591493;PONT MIRABEAU;55 AVENUE DE VERSAILLES;75116;2.27357882119;48.8470401919
5770791;FLANDRE;64 RUE DE L'OURCQ;75119;2.37872945171;48.8926157914
1674;Stalingrad;Bassin de la Villette;75119;2.36703044197;48.8841892942
5770818;DAMREMONT - CHAMPIONNET;134 RUE DAMREMONT;75118;2.3379089393;48.8956067417
1669;Solférino;Rue de Solférino;75107;2.32308924879;48.8585333595
6591768;PORTE DES LILAS-METRO;349 RUE DE BELLEVILLE;75120;2.40572261709;48.8769925248
1886;Marx-Dormoy;4 rue de la Chapelle;75118;2.35979700867;48.8903740812
5770829;CRIMEE;104 AVENUE DE FLANDRE;75119;2.37756958253;48.8908726771
1735;Porte d'Orléans (Général Leclerc);Rue de la Légion Etrangère;75114;2.32507262515;48.8228170602
5770830;PELLEPORT - BELLEVILLE;RUE DE BELLEVILLE;75120;2.39978017412;48.8755488371
1714;Saint-Ambroise;86 boulevard Voltaire;75111;2.37314714077;48.8616474243
1737;Porte de Bagnolet;Rue de la Py;75120;2.40882537604;48.8643365355
6664353;NATION - TRONE;2 AVENUE DU TRONE;75112;2.39702345383;48.8480488153
1748;Porte de Saint-Ouen;Rue Liebniz;75118;2.32902164721;48.8975117328
1772;Ourcq;161 avenue Jean Jaurès;75119;2.3866564344;48.8869238775
2115;Belleville;Terre-plein face au 1 boulevard de la Villette;75119;2.37675104137;48.871945798
2501;Vaugirard (Adolphe Chérioux);Square de Vergenne;75115;2.30107804247;48.8394392812
2518;Varenne;13 boulevard des Invalides;75107;2.31475436481;48.8563930692
4028839;TREMBLAY - PEPINIERE;AV DE NOGENT;75112;2.44882745638;48.8424842208
2437;Quai de la Rapée;Quai de la Rapée;75112;2.36691317974;48.8459660324
2403;Place d'Italie;Place d' Italie;75113;2.35545587036;48.8312826555
2448;Riquet;Avenue de Flandre;75119;2.37443310888;48.8883932319
2496;Trinité-d'Estienne d'Orves;50 rue de Chateaudun;75109;2.33180456851;48.8763290374
2488;Strasbourg-Saint-Denis;Porte Saint-Martin;75102;2.35452917539;48.869227931
2486;Stalingrad;Bassin de la Villette;75119;2.36887006278;48.8840719864
4035552;OURCQ;146 AVENUE JEAN JAURES;75119;2.38660194781;48.8869508617
2493;Temple;Rue du Temple;75103;2.36157132703;48.8667641678
4723807;PORTE DE CHARENTON;AVENUE DE LA PORTE DE CHARENTON;75112;2.39846097676;48.831448065
2073;Boissière;57 avenue Kléber;75116;2.29003807345;48.8668561548
3343788;Ledru-Rollin;Rue Traversière;75112;2.37593173701;48.8511941654
2226;Chaussée d'Antin (La Fayette);Rue La Fayette;75109;2.33342622405;48.8729858247
4035807;MAROC - FLANDRE;28 AVENUE DE FLANDRE;75119;2.37110607565;48.8858059068
2245;Lamarck-Caulaincourt;Lamarck (53/53 bis rue);75118;2.33914908667;48.8897381077
